text,label
فرايز,ItemName
اذهب للحساب من فضلك,X X X X
ابغى اكل 3 ساندوتشات تشيز برجر اكسترا صوص,X X itemnumber ItemName ItemName ItemName Include Include
الاكل بياخد وقت اد ايه,X X X X X
راح اخذ 2 بيتزا وسط مع رانش صوص,X X itemnumber ItemName ItemSize Include Topping_Include Topping_Include
عايز اعرف ايه الوجبات الي موجودة في باندا هاوس,X X X X X X X X X
اريد اغير اللغة للعربيه,X X X Language
عايز 3 بيتزا بيبروني بدون ماشروم,X itemnumber ItemName ItemName Exclude Topping_Exclude
هاختار الاختيار ااتاني,Include X X
عايزة وجبة تشيكن كومبو لارج,X PredefinedMealName PredefinedMealName PredefinedMealName ItemSize
عايز احط عنواني,X X X
فيك ترجعني لامنيو الاطباق الرئيسية,X X X MenuName MenuName
ممكن اطلب تشكيلة مقبلات,X X X ItemName
شو عندكوا من مقبلات,X X X MenuName
ازاى بقدر اتحدث مع بنى ادم,X X X X X X
صباح النور,X X
ابغى أول شي,Include X X
فيك تفرجيني القائمة الرئيسية اذا بتريد,X X X X X X
البيت يلي بسكن فيه,X X X X
ممكن تعرضلي الطعام المفضل,X X X X
فيني اخذ الحساب الحين,X X X X
ابغى شوف الطلبات السابقة حجي,X X X X X
يا خيي ابي سجل عنوان البيت,X X X X X X
بدي انتقل للمرحلة التالية,X X X X
فيك تفرجيني الاكل يلي موجود,X X X X X
وصل لوين الاوردر,X X X
ابي استفسر عن شي,X X X X
ممكن تبعتلي الاوردرات الي طلبتها قبل كدا,X X X X X X X
ابي شوف الاوردرات المفضلة تبعي,X X X X X
اذا فيك تروح للقائمة الرئيسية,X X X X X
اعرضلي السلطات,X MenuName
وريني قائمة البيتزا,X X MenuName
فيك تزودلي ساندوتش دجاج,X X ItemName ItemName
شو يلي جاي,X X X
كنت عايزة احذف عنواني,X X X X
هستلم الطلب في قد ايه,X X X X X
كدا انا هادفع كام من فضلك,X X X X X X
خليني اشوف المنيو,X X X
خليني امسح عنوان بيتي,X X X X
اهو الشيك,X X
ابغى شوف الطعام الوجود,X X X X
انا عايز اعرف الاوردر بيوصل في خلال قد ايه,X X X X X X X X X
ابي ضيف الوجبىة العائلية,X X ItemName ItemName
ممكن تفتح لي قائمة الطعام,X X X X X
عايزة انتقل للمرحلة التالية من فضلك,X X X X X X
بدي اطلب 3 بيج ماك و 2 بيتزا,X X itemnumber ItemSize ItemName X X X
اذا فيك تعرفلي قديش وقت باقي عالاوردر,X X X X X X X
ابي اسوي اوردر,X X X
ارغب في اضافة رقم ثابت,X X X X X
حل مكان الاوردر تويكا,X X X X
وريني الاوردر مرة اخرى,X X X X
هاتلي الفاتورة بعد اذنك,X X X X
زودني بالاوردر حقي,X X X
هلأ فيك تساعدني اذا بتريد,X X X X X
كنت عايز اسال عن حاجة,X X X X X
كنت عايز اغير رقم موبايلي المسجل,X X X X X X
خاطر عبالى اطلب 3 بيف برجر بدون كاتشب وطماطم,X X X itemnumber ItemName ItemName Exclude Topping_Exclude Topping_Exclude
ابي غير رقم الجوال,X X X X
ممكن ألغي العنوان,X X X
انا عايز احاسب لو سمحت,X X X X X
منفضلك الحساب بتاعى,X X X
الطلبات هتوصل امتى,X X X
غيرلى اللغه منفضلك,X X X
كم الفاتورة,X X
ازيك,X
هاخد وجبة الدويتو بعد اذنك,X ItemName ItemName X X
فيك تلغيلي وجبة الغداء من الوجبات المحددة من قبل,X X ItemName ItemName X X X X X
ابي شوف القائمة المفضلة حجي,X X X X X
اقدر اروح للمرحلة الي بعد كدا,X X X X X X
بغيت اتكلم مع بنادم,X X X X
لك شو بدي اعمل الحين,X X X X X
عايز الحجم وسط,X X ItemSize
ايه الي موجود في قائمة البيتزا,X X X X X MenuName
لو سمحت ممكن غيرلي الرقم المتسجل عندكوا في السيستم للرقم ده 0121111111,X X X X X X X X X X X phone
اقدر ارجع للقائمة الرئيسية,X X X X
كنت عايزة اضيف عنوان المنزل,X X X X X
ليس للحين ماوصل الاوردر رقم 4594,X X X X X OrderNumber
ابغى اشيك على الطلبات,X X X X
سكر الاوردر من فضلك,X X X X
فينا ننتقل لابعد هيك,X X X X
اقدر ارجع للقائمة السابقة,X X X X
بدي بدل رقم موبايلي بليز,X X X X X
بلكي اذهب للقائمة الرئيسية,X X X X
رقم المنزل,X X
انا عايز اشوف الاوردر كدا من الاول,X X X X X X X
الشارع يلي بسكن فيه,X X X X
عايز ساندوتش برجر,X ItemName ItemName
اين وجبتي المفضلة,X X X
بدياه حجم كبير,X X ItemSize
اعرض لي المنيو,X X X
حضرتك انا كنت عاوز اغير نمرتي المتسجلة عشان غيرت رقمي,X X X X X X X X X X
بدياك تخبرني هلأ كيف بسوي اوردر,X X X X X X
عايزة امسح عنوان البيت,X X X X
اعرضلي الاكل الي طلبته قبل كدا,X X X X X X
الاكل لسة ماجاش,X X X
فيني ضيف كيلو سمك بولطي مشوي للأوردر,X X ItemSize ItemName ItemName ItemName X
كنت عايزة اسجل عنوان منزلي,X X X X X
عايزة اغير البيانات بتاعتي لو سمحت,X X X X X X
تتكلم انجليزي,X Language
اريد تغيير العنوان,X X X
راح عطيكم عنواني,X X X
ايه الشوربة النهاردة,X MenuName X
بدي انتقل الي قائمة تغيير البيانات,X X X X X X
حابب شوف الطلبات يلي طلبتها مرة تانية,X X X X X X X
عندى مشاكل مع الاوردر رقم 201502,X X X X X OrderNumber
احتاج الى تبديل اللغة,X X X X
فيني الغي وجبة التربل بوكس,X X ItemName ItemName ItemName
زود التربل بوكس,X ItemName ItemName
هاطلب بيبروني بيتزا,X ItemName ItemName
كنت عايز اتواصل باللغة العربية,X X X X Language
وايه تانى,X X
عايز 5 كشري وسط زيادة تقلية,X itemnumber ItemName ItemSize Include Topping_Include
راح ارسلكن عنواني الجديد,X X X X
ابي اعرف كيف بسوي الاوردر,X X X X X
قدملي المنيو من فضلك,X X X X
ممكن اشوف طلباتي الي قبل كدا,X X X X X X
ابي اتحدث باللغة العربية,X X X Language
زود صوص الكاتشب,Include ItemName ItemName
حابة استفسر عن حاجة,X X X X
يلي بعد هذه الخطوة,X X X X
كنت عايز اعمل تعديل في العنوان,X X X X X X
صارلي زمان ناطره الطلبات,X X X X
شو الخطوة القادمة,X X X
بدي 2 كريب خضروات بلا طماطم,X itemnumber ItemName ItemName Include Topping_Exclude
وريني الاكل المفضل بتاعي,X X X X
راح ارسل عنواني الجديد,X X X X
فرجيني الصفحة الرئيسية,X X X
لو سمحت ابي اكنسل طلب ورفض يكنسله من التطبيق والموقع,X X X X X X X X X X
زود اخوي وجبة الدويتو,X X PredefinedMealName PredefinedMealName
ابي غير رقم جوالي يا اخي,X X X X X X
اذا بدك اعطني الشيك,X X X X
ممكن اشوف الطلبات بتاعتي تاني,X X X X X
خلاص بدي ضيف العنوان,X X X X
بدي حاسب الحين,X X X
بدي أكل,X X
عايز اطلب وجبة الجراند تشيكن,X X ItemName ItemName ItemName
كان بدي زود الوجبة العائلية,X X X ItemName ItemName
ممكن تعطينياه حجم كبير,X X X ItemSize
فرجيني قائمة الطعام اذا بتريد,X X X X X
ممكن اغير رقم موبايلي,X X X X
من فضلك غيرلي نمرتي,X X X X
حجم وسط,X ItemSize
ابغى غير رقم التليفون,X X X X
الاوردر هيوصل في خلال قد ايه,X X X X X X
حل مكان الاوردر,X X X
عايز اشوف قائمة الطعام من فضلك,X X X X X X
بدي اطلع عالقائمة المفضلة,X X X X
عايز الاكل الي طلبتوا قبل كدا,X X X X X X
بيانات العنوان,X X
شنو هاي,X X
ودى فى بيف برجر من غير طماطم,X X ItemName ItemName Exclude Exclude Topping_Exclude
ابغا الجاردن سالاد من فضلك,X ItemName ItemName X X
شو الاكل الي موجود,X X X X
صارلي زمان ناطرة اجابة لسؤالي,X X X X X
فيني روح عالقائمة الرئيسي,X X X X
ابى اتكلم مع بني ادم,X X X X X
اعرض لي قائمة الطعام المفضل بتاعي,X X X X X X
ابيها دوارية,X X
عايز اعرف ايه الأكل الي موجود,X X X X X X
ابغا اشوف فاتورتى بليز,X X X X
عايز اشوف الاوردر من الاول,X X X X X
الحين لو بغيت اضيف رقم جوال شسوي,X X X X X X X
ابغى استفسر عن اشيا,X X X X
قولي الاوردر فاضل له قد ايه,X X X X X X
هياخد وقت قد ايه,X X X X
فيني اطلع على القائمة المفضلة,X X X X X
داير شوف منيو البيتزا,X X X MenuName
ممكن توصلني بحد من خدمة العملاء,X X X X X X
بلكي شوف القائمة المفضلة تبعي,X X X X X
شلونك ان شالله زين,X X X X
فيك توصلني بشي شخص,X X X X
ابي شوف منيو وجبات الاطفال بماكدونالدز,X X X X X X
شو الأكل يلي موجود,X X X X
اتوق لمعرفه مكان الاوردر الان,X X X X X
طلباتي السابقة,X X
عبالي تابع الاوردر,X X X
فيك تغير لي عنوان البيت تبعي,X X X X X X
بدي عيد تسجيل رقم هاتفي,X X X X X
امسحلي وجبة التوفير,X ItemName ItemName
امتى هيوصل الأكل,X X X
رقم 12,X X
الى اللقاء,X X
عايزة حجمه صغير من فضلك,X X ItemSize X X
عايز الغي العنوان المتسجل,X X X X
بلكي اسأل عن شي,X X X X
ادخل عنواني ازاي,X X X
انا عايز اغير اللغة,X X X X
راح ضيف وجبة ليتل تيستي,X X ItemName ItemName ItemName
ابعتلي القائمة الرئيسية,X X X
هل يمكنني الرجوع الى المنيو,X X X X X
عندكوا تشيلي صوص,X ItemName ItemName
اوردر رقم 2512 هيوصل في قد ايه,X X OrderNumber X X X X
عايزة احدث العنوان,X X X
ليش ما ايجى الطلب بتاعى للان,X X X X X X
بيكفي هيك بدي الحساب,X X X X
اقدر اروح للخطوة التالية,X X X X
اقدر اشوف الاطباق الرئيسية في سبكترا,X X X X X X
وريني الاوردرات السابقة,X X X
عايزة الغي عنواني,X X X
ابغى اتتبع الاوردر رقم 8884,X X X X OrderNumber
ممكن ارجع للقايمة الرئيسية,X X X X
قدملي منيو المشاوي,X X MenuName
لا هلأ ما وصل الاوردر,X X X X X
بسلامة في لامان,X X X
ممكن ادخل عنوان البيت,X X X X
بدي راجع على الأوردر يلي طلبتوا اذا بتريد,X X X X X X X X
ممكن احذف عنواني,X X X
مازلت ناطر الاوردر,X X X
هستلم الاوردر في خلال قد ايه,X X X X X X
3 ساندوتشات فول,ItemName ItemName ItemName
شحو رقمي الجديد,X X X
اريد متابعة الطلبات,X X X
ممكن نراجع الاوردر بقى,X X X X
هاتلي وجبة التوفير,X ItemName ItemName
كنت عايزة قائمة تحديث البيانات من فضلك,X X X X X X X
